Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
374.01001,378.39001,368.30999,371.11999,371.11999,6908900,2020,4,8
371.05999,372.1,363.02999,370.72,370.72,7711300,2020,4,9
371.30999,400.51001,367.70001,396.72,396.72,11692900,2020,4,13
397.5,417.82,394.85,413.54998,413.54998,11581000,2020,4,14
413.0,434.98001,412.25,426.75,426.75,13561200,2020,4,15
437.0,449.51998,431.60998,439.17001,439.17001,16128700,2020,4,16
431.0,432.0,414.70001,422.95999,422.95999,12616300,2020,4,17
435.17001,444.48999,430.55999,437.48999,437.48999,12655800,2020,4,20
444.76998,447.0,425.6,433.82998,433.82998,23177600,2020,4,21
429.73001,433.0,413.0,421.42001,421.42001,21084800,2020,4,22
419.26001,438.41,419.26001,426.70001,426.70001,13952300,2020,4,23
425.0,427.17001,415.88,424.98999,424.98999,8658900,2020,4,24
425.0,429.0,420.83999,421.38,421.38,6277500,2020,4,27
419.98999,421.0,402.91,403.82998,403.82998,10101200,2020,4,28
399.52999,415.85998,393.6,411.89001,411.89001,9693100,2020,4,29
410.30999,424.44,408.0,419.85,419.85,7954000,2020,4,30
415.1,427.97,411.73001,415.26998,415.26998,8299900,2020,5,1
417.77999,428.54,414.86999,428.14999,428.14999,7799100,2020,5,4
427.55999,431.0,421.55999,424.67999,424.67999,6286300,2020,5,5
429.29998,439.76998,426.39001,434.26001,434.26001,6660700,2020,5,6
436.89001,438.88,430.66,436.52999,436.52999,5641900,2020,5,7
